Nom;Code(s) UIC
Roissy-en-Brie;87116038
Rolleville;87413740
Romanèche-Thorins;87725739
Romans - Bourg-de-Péage;87761650
Rombas - Clouange;87191734
Romilly-la-Puthenaye;87387175
Romilly-sur-Seine;87118158
Romorantin-Lanthenay;87576025
Ronchamp;87185314
Ronchin;87286534
Roppenheim;87212415
Roquebrune-Cap-Martin;87756460
Roquesérière - Buzet;87615351
Rosa Parks;87654798
Rosheim;87214320
Rosières-aux-Salines;87141127
Rosières-en-Santerre;87313460
Rosny Bois Perrier;87113696
Rosny-sous-Bois;87113704
Rosny-sur-Seine;87415885
Rosporden;87474155
Rosult;87286567
Rothau;87214726
Roubaix;87286732
Rouen Rive Droite;87411017
Rouffach;87182337
Rougemont Chanteloup;87431791
Rouillé;87485532
Rountzenheim;87212373
Route de Launaguet;87611954
Royan;87491803
Royat - Chamalières;87734038
Rozières-sur-Mouzon;87144311
Rue;87317404
Ruffec;87583849
Ruffey-lès-Echirey;87713826
Rully;87712026
Rumilly;87746149
Ruminghem;87287300
Rungis La Fraternelle;87546291
Russ Hersbach;87214684
Saales;87214783
Sablé-sur-Sarthe;87396408
Saillagouse;87784835
Saillans;87761817
Saillat - Chassenon;87592717
Sain-Bel;87721605
Saincaize-Meauce;87696260
Sains-du-Nord;87295709
Saint-Agnan;87694851
Saint-Agne;87611301
Saint-Aignan - Noyers;87574897
Saint-Aigulin - La Roche-Chalais;87584540
Saint-Amand-les-Eaux;87343103
Saint-Amand-Longpré;87574640
Saint-Amand-Montrond - Orval;87576322
Saint-Amarin;87182600
Saint-Amour;87718296
Saint-André-de-Corcy;87723734
Saint-André-de-Cubzac;87491241
Saint-André-le-Gaz;87723494
Saint-André-lez-Lille;87286195
Saint-Antoine;87751826
Saint-Antoine-de-Breuilh;87584201
Saint-Antoine-du-Rocher;87571539
Saint-Armel;87471318
Saint-Astier;87595249
Saint-Aubin - Saint-Luperce;87394213
Saint-Aubin-sur-Scie;87415125
Saint-Aulaire;87594622
Saint-Aunès;87773465
Saint-Avold;87193318
Saint-Avre - La Chambre;87741306
Saint-Ay;87574129
Saint-Béron - La Bridoire;87741454
Saint-Blaise-la-Roche Poutay;87214742
Saint-Bonnet-de-Rochefort;87641076
Saint-Brice-sur-Vienne;87592691
Saint-Brieuc;87473009
Saint-Césaire;87775072
Saint-Chamas;87753202
Saint-Chamond;87726307
Saint-Chély-d'Apcher;87783241
Saint-Chéron;87545509
Saint-Christophe-Vallon;87613257
Saint-Clair - Les Roches;87722652
Saint-Claude;87743633
Saint-Clément - Laronxe;87141374
Saint-Cloud;87382358
Saint-Cyprien;87595777
Saint-Cyprien Arènes;87446179
Saint-Cyr Les Lecques - La Cadière;87755215
Saint-Cyr-en-Val La Source;87543116
Saint-Cyr-l'École;87393223
Saint-Dalmas de Tende;87756866
Saint-Denis;87271015
Saint-Denis-de-Pile;87584508
Saint-Denis-des-Murs;87592097
Saint-Denis-lès-Martel;87594572
Saint-Dié-des-Vosges;87144014
Saint-Dizier;87175000
Saint-Égrève Saint-Robert;87747352
Saint-Émilion;87584102
Saint-Erme-Outre-et-Ramecourt;87171751
Saint-Étienne Bellevue;87726190
Saint-Étienne Carnot;87726901
Saint-Étienne Châteaucreux;87726000
Saint-Étienne La Terrasse;87726158
Saint-Étienne Le Clapier;87726174
Saint-Étienne-de-Montluc;87481812
Saint-Étienne-du-Rouvray;87411215
Saint-Fargeau-Ponthierry;87682542
Saint-Féliu-d'Avall;87784520
Saint-Florent-sur-Cher;87576272
Saint-Florentin - Vergigny;87683318
Saint-Flour - Chaudes-Aigues;87783175
Saint-Fons;87728501
Saint-Gaudens;87611137
Saint-Geniès-de-Malgoirès;87775361
Saint-Genouph;87571851
Saint-Georges-d'Aurac;87734301
Saint-Georges-de-Commiers;87747568
Saint-Georges-de-Luzençon;87783423
Saint-Georges-de-Reneins;87721340
Saint-Geours-de-Maremne;87673269
Saint-Germain-au-Mont-d'Or;87721282
Saint-Germain-des-Fossés;87732206
Saint-Germain-du-Puy;87576405
Saint-Germain-en-Laye Bel-Air - Fourqueux;87366922
Saint-Germain-les-Belles;87592287
Saint-Germain-sur-Ille;87478016
Saint-Gervais-les-Bains Le Fayet;87746479
Saint-Gildas-des-Bois;87476762
Saint-Gilles Lycée Haut-Rhin;87181552
Saint-Gilles-Croix-de-Vie;87486571
Saint-Gratien;87276170
Saint-Hilaire - Brizambourg;87491324
Saint-Hilaire - Saint-Nazaire;87761684
Saint-Hilaire-de-Chaléons;87481234
Saint-Hilaire-de-Riez;87486563
Saint-Hilaire-sur-Helpe;87297531
Saint-Jacques-de-la-Lande;87471052
Saint-Jean-d'Angély;87491357
Saint-Jean-de-Losne;87713651
Saint-Jean-de-Luz - Ciboure;87677120
Saint-Jean-de-Maurienne Arvan;87742320
Saint-Jean-de-Verges;87611624
Saint-Jean-Pied-de-Port;87673723
Saint-Jodard;87726851
Saint-Jory;87611657
Saint-Joseph le Castellas;87759316
Saint-Julien - Clénay;87713834
Saint-Julien-du-Sault;87683227
Saint-Julien-en-Genevois;87745430
Saint-Junien;87592709
Saint-Just-en-Chaussée;87313270
Saint-Laurent - Gainneville;87413310
Saint-Laurent-d'Aigouze;87775841
Saint-Laurent-de-la-Prée - Fouras;87485136
Saint-Laurent-du-Var;87756346
Saint-Laurent-en-Grandvaux;87715417
Saint-Léger-sur-Dheune;87694364
Saint-Léon-sur-l'Isle;87595264
Saint-Léonard-de-Noblat;87592071
Saint-Leu-d'Esserent;87276402
Saint-Leu-la-Forêt;87276600
Saint-Lô;87447003
Saint-Lothain;87718197
Saint-Loubès;87584730
Saint-Louis;87182139
Saint-Louis La Chaussée;87181016
Saint-Macaire;87582825
Saint-Maixent-L'École;87485490
Saint-Malo;87478107
Saint-Mammès;87682294
Saint-Marcel;87751701
Saint-Marcel en Dombes;87723742
Saint-Marcellin;87761718
Saint-Mariens - Saint-Yzan;87491209
Saint-Mars-la-Brière;87396283
Saint-Martin d'Étampes;87545350
Saint-Martin du Touch;87353599
Saint-Martin-d'Oney;87671495
Saint-Martin-de-Crau;87753681
Saint-Martin-du-Mont;87743112
Saint-Martin-le-Beau;87574459
Saint-Martory;87611103
Saint-Mathurin-sur-Loire;87487892
Saint-Maurice-de-Beynost;87723536
Saint-Médard-d'Eyrans;87582692
Saint-Médard-de-Guizières;87584607
Saint-Médard-sur-Ille;87478024
Saint-Michel - Valloire;87742361
Saint-Michel Notre-Dame;87547315
Saint-Michel-sur-Meurthe;87144683
Saint-Michel-sur-Orge;87545202
Saint-Nabord;87146217
Saint-Nazaire;87481705
Saint-Nom-la-Bretèche Forêt de Marly;87382481
Saint-Nom-la-Bretèche Forêt de Marly T13;87733071
Saint-Omer;87281444
Saint-Omer-en-Chaussée;87313718
Saint-Ouen;87271247
Saint-Ouen-l'Aumône;87276105
Saint-Ouen-l'Aumône Liesse;87337980
Saint-Ouen-l'Aumône Quartier de l'Église;87381426
Saint-Paterne-Racan;87571554
Saint-Patrice;87571810
Saint-Paul-de-Varax;87723783
Saint-Pé-de-Bigorre;87671362
Saint-Péray;87761494
Saint-Piat;87394148
Saint-Pierre-d'Albigny;87741223
Saint-Pierre-d'Aurillac;87582833
Saint-Pierre-de-Chignac;87595520
Saint-Pierre-des-Corps;87571240
Saint-Pierre-en-Faucigny;87746313
Saint-Pierre-la-Cour;87478768
Saint-Pierre-le-Moûtier;87696294
Saint-Pierre-Quiberon;87476440
Saint-Pierre-sur-Dives;87444216
Saint-Pol-de-Léon;87474569
Saint-Pol-sur-Ternoise;87342337
Saint-Priest;87723353
Saint-Priest-Taurion;87592055
Saint-Quentin;87296004
Saint-Quentin en Yvelines - Montigny-le-Bretonneux;87393843
Saint-Quentin-Fallavier;87723387
Saint-Rambert-d'Albon;87761106
Saint-Rambert-en-Bugey;87743740
Saint-Raphaël Valescure;87757526
Saint-Remy-en-l'Eau;87313288
Saint-Roch;87313080
Saint-Romain-de-Popey;87721456
Saint-Romain-le-Puy;87726430
Saint-Rome-de-Cernon;87783431
Saint-Saturnin-lès-Avignon;87765438
Saint-Savinien;87491035
Saint-Saviol;87575365
Saint-Sébastien;87592493
Saint-Sébastien Frêne Rond;87354597
Saint-Sébastien Pas Enchantés;87354589
Saint-Senoux - Pléchâtel;87471169
Saint-Seurin-sur-l'Isle;87584615
Saint-Sever;87447714
Saint-Sulpice - Auteuil;87313684
Saint-Sulpice - Izon;87584722
Saint-Sulpice (Tarn);87615344
Saint-Sulpice-Laurière;87592345
Saint-Symphorien-de-Marmagne;87694174
Saint-Thégonnec;87474312
Saint-Vallier sur Rhône;87761130
Saint-Victor - Thizy;87721043
Saint-Victor-l'Abbaye;87415166
Saint-Victurnien;87592683
Saint-Vincent le Château;87734715
Saint-Vincent-de-Tyrosse;87673277
Saint-Vit;87718320
Saint-Yrieix-la-Perche;87592824
Sainte-Anne;87476648
Sainte-Bazeille;87586479
Sainte-Cécile-d'Andorge;87775239
Sainte-Colombe;87715151
Sainte-Colombe Septveilles;87116178
Sainte-Eulalie - Carbon-Blanc;87491282
Sainte-Foy-la-Grande;87584193
Sainte-Gauburge;87444604
Sainte-Geneviève-des-Bois;87545210
Sainte-Léocadie;87784850
Sainte-Lizaigne;87597054
Sainte-Marguerite;87287193
Sainte-Marthe en Provence;87751842
Sainte-Maure - Noyant;87575050
Sainte-Pazanne;87481226
Saintes;87491001
Salbris;87543165
Sallanches - Combloux - Megève;87746438
Sallaumines;87345215
Salles-Courbatiès;87613877
Salomé;87342451
Salon-de-Provence;87753764
Salses-le-Château;87784157
Sannois;87276188
Sanry-sur-Nied;87192229
Santenay les Bains;87713594
Santes;87286401
Santeuil - Le Perchay;87381186
Saône;87718502
Sarcelles - Saint-Brice;87276386
Sarlat-la-Canéda;87595827
Sarliève - Cournon;87734152
Sarralbe;87193714
Sarrance;87672766
Sarre-Union;87215459
Sarrebourg;87215012
Sarreguemines;87193615
Sarreinsming;87193631
Sartrouville;87386417
Sathonay - Rillieux;87723700
Saubusse;87673251
Saujon;87491811
Saulon;87713628
Saulxures;87214759
Saumur;87487603
Sausset-les-Pins;87753558
Sauto;87784777
Sauveterre-la-Lémance;87586495
Savenay;87481838
Savennières - Béhuard;87484329
Saverdun;87611368
Saverne;87212225
Savigny-le-Temple - Nandy;87682187
Savigny-sur-Orge;87545236
Savonnières;87571844
Savy-Berlette;87342253
Sceaux - Boëssé;87396317
Scherwiller;87214205
Schirmeck - La Broque;87214692
Schopperten;87215483
Schweighouse-sur-Moder;87213108
Schwindratzheim;87212159
Seclin;87286518
Sedan;87172254
Sées;87444695
Sélestat;87214056
Selles-Saint-Denis;87576140
Selles-sur-Cher;87576868
Seltz;87212431
Sénas;87753715
Sennecey-le-Grand;87725614
Senozan;87725671
Sens;87683003
Sept-Saulx;87171645
Septèmes-les-Vallons;87751800
Serdinya;87784702
Sérézin-du-Rhône;87722546
Sérifontaine;87381269
Sermaise;87545517
Sermizelles - Vézelay;87683722
Serqueux;87411470
Serquigny;87444315
Serres;87763722
Servas - Lent;87723791
Servon-sur-Vilaine;87471532
Servoz;87746719
Sessenheim;87212365
Sète;87773200
Seugy;87272039
Seurre;87713677
Sévérac;87476754
Sévérac-d'Aveyron;87783365
Sevran - Livry;87271429
Sevran Beaudottes;87271445
Sèvres - Ville-d'Avray;87382341
Sèvres Rive Gauche;87393124
Seyssel - Corbonod;87745828
Sierck-les-Bains;87191635
Sierentz;87182105
Sillé-le-Guillaume;87396234
Simandre-sur-Suran;87743336
Simiane-Collongue;87751438
Sin-le-Noble;87345405
Siorac-en-Périgord;87595769
Sisteron;87751206
Soissons;87271817
Solignac - Le Vigen;87592246
Solliès-Pont;87755330
Somain;87345314
Sommery;87411462
Sorgues - Châteauneuf-du-Pape;87765206
Sospel;87756825
Sotteville-lès-Rouen;87411223
Souillac;87594333
Soulac-sur-Mer;87581371
Soultz-sous-Forêts;87213421
Souppes - Château-Landon;87684217
Sous le Bois;87295543
Stade de France Saint-Denis;87164780
Staffelfelden;87182691
Stains La Cerisaie T11;87697334
Steenbecque;87342295
Steenwerck;87286161
Steinbourg;87212209
Stephansfeld;87212126
Strasbourg;87212027
Strasbourg Roethig;87212191
Strazeele;87286203
Sucé-sur-Erdre;87590828
Suèvres;87574236
Surdon;87444562
Suresnes Mont Valérien;87382374
Surgères;87485227
Survilliers - Fosses;87276261
Sury-le-Comtal;87726422
Tacoignières - Richebourg;87393454
Taconnaz;87746750
Tain-l'Hermitage - Tournon;87761163
Tantonville;87141598
Tanus;87615674
Tarare;87721472
Tarascon;87765354
Tarascon-sur-Ariège;87611590
Tarbes;87671008
Tassin;87721514
Taverny;87276634
Teillé;87396051
Templeuve;87286625
Tenay - Hauteville;87743757
Tende;87756882
Tergnier;87296442
Terrasson-Lavilledieu;87594408
Tessonnières;87615245
Teting-sur-Nied;87193342
Thann;87182568
Thann Centre;87472605
Thann Saint-Jacques;87182881
Thaon;87144097
Theillay;87543199
Thenissey;87713099
Thenon;87595579
Théoule-sur-Mer;87757583
Thésée;87328195
Thézy-Glimont;87316125
Thiaville-sur-Meurthe;87141432
Thiennes;87342287
Thiers;87734475
Thieux - Nantouillet;87272054
Thionville;87191007
Thiviers;87595124
Thomery;87682252
Thonon-les-Bains;87745646
Thouaré-sur-Loire;87481143
Thouars;87487009
Thourotte;87276741
Thuès Carença;87784751
Thuès les Bains;87784744
Thun le Paradis;87381822
Tieffenbach - Struth;87215699
Tiercé;87484147
Tincques;87342303
Tonnay-Charente;87485151
Tonneins;87586651
Tonnerre;87713198
Torfou-Sèvremoine;87486894
Torpes - Boussières;87718114
Touët-de-l'Escarène;87756817
Toul;87141044
Toulon;87755009
Toulon Sainte-Musse;87742262
Toulouse Matabiau;87611004
Tourcoing;87286542
Tournan-en-Brie;87116210
Tournay;87671172
Tournemire - Roquefort;87783456
Tournus;87725622
Tours;87571000
Tourville-la-Rivière;87411181
Toury;87543074
Tracy - Sancerre;87696161
Traou Nez;87322347
Trappes;87393835
Trégonneau - Squiffiec;87473819
Trélazé;87701532
Trémolat;87584474
Tricot;87313353
Trie-Château;87381236
Triel-sur-Seine;87381806
Trilport;87116491
Trith-Saint-Léger;87343400
Trois Chênes;87184242
Tronsanges;87696203
Trouville - Deauville;87444372
Troyes;87118000
Tulle;87594499
Tullins Fures;87761759
Turckheim;87182352
Turenne;87594556
Uchaud;87775106
Uckange;87191130
Ur - Les Escaldes;87784884
Urçay - La Perche;87576348
Urmatt;87214635
Urt;87672386
Us;87381178
Ussel;87594093
Ustaritz Jatxou;87673624
Uzerche;87594200
Vaas;87396598
Vaires - Torcy;87116293
Val d'Argenteuil;87381798
Val de Fontenay;87113712
Val-de-Reuil;87415877
Val-de-Vesle;87171611
Valdahon;87718544
Valdahon Camp Militaire;87718601
Valençay;87576215
Valence;87761007
Valence d'Agen;87611863
Valence TGV Rhône-Alpes Sud;87763029
Valenciennes;87343004
Valergues - Lansargues;87773432
Valleiry;87745414
Valleroy - Moineville;87192732
Vallon-en-Sully;87641357
Vallorcine;87746875
Valmondois;87276535
Valognes;87447284
Vandières;87192476
Vannes;87476606
Vanves - Malakoff;87391532
Varades - Saint-Florent le Vieil;87484386
Varangéville - Saint-Nicolas;87141101
Varennes-sur-Allier;87696351
Varennes-sur-Fouzon;87576231
Varetz;87594606
Varilhes;87611327
Vauboyen;87393538
Vaucelles;87276626
Vaucresson;87382267
Vaudagne;87746727
Vaumoise;87271601
Vauvert;87775817
Vaux-sur-Seine;87381814
Vauxaillon;87297283
Vauzelles;87691469
Vayrac;87594739
Vayres;87584714
Veauche - Saint-Galmier;87726208
Veigné;87571414
Velars-sur-Ouche;87712331
Vélines;87584177
Vendenheim;87212118
Vendeuvre-sur-Barse;87118257
Vendôme;87574558
Vendôme - Villiers-sur-Loir TGV;87571216
Venerque - Vernet;87611392
Vénissieux;87723320
Verdun;87175778
Véretz - Montlouis;87574434
Vergèze - Codognan;87775114
Vermenton;87683664
Vern-sur-Seiche;87471029
Vernaison;87722264
Verneuil-l'Étang;87116079
Verneuil-sur-Avre;87393595
Verneuil-sur-Serre;87297119
Vernon - Giverny;87415604
Vernou-la-Celle-sur-Seine;87682468
Vernouillet - Verneuil;87386656
Verrey-sous-Salmaise;87713081
Versailles Chantiers;87393009
Versailles Château Rive Gauche;87393157
Versailles Rive Droite;87382861
Versigny;87296608
Vert Galant;87271437
Vertaizon;87734426
Vertou;87481408
Vervins;87296129
Verzeille;87615138
Vesoul;87185009
Veuves - Monteaux;87574327
Veynes Dévoluy;87763300
Vézelise;87141606
Viaduc Sainte-Marie;87746735
Viarmes;87276568
Vias;87781260
Vic - Mireval;87773531
Vic-le-Comte;87734186
Vic-sur-Cère;87645440
Vichy;87732008
Vidauban;87755421
Vieilleville;87597633
Vielmur-sur-Agout;87615492
Vienne;87722587
Vierzon;87576009
Vierzon Forges;87576090
Vierzy;87271783
Vieux-Thann;87182550
Vieux-Thann Zone Industrielle;87181289
Viévola;87756890
Vif;87747576
Vigeois;87594218
Vigneux-sur-Seine;87681304
Vignols - Saint-Solve;87594655
Vignory;87142232
Villabé;87681619
Villaines-sous-Bois;87272021
Villars-les-Dombes;87723759
Villedieu-les-Poêles;87447698
Villefort;87775197
Villefranche - Vernet-les-Bains;87784686
Villefranche-de-Lauragais;87615013
Villefranche-de-Rouergue;87613893
Villefranche-du-Périgord;87595892
Villefranche-sur-Cher;87576884
Villefranche-sur-Mer;87756361
Villefranche-sur-Saône;87721332
Villefranque;87673616
Villeherviers;87576165
Villenave-d'Ornon;87581835
Villeneuve Triage;87681809
Villeneuve-la-Comtesse;87491258
Villeneuve-la-Guyard;87683102
Villeneuve-le-Roi;87545277
Villeneuve-lès-Maguelone;87773515
Villeneuve-Loubet;87756304
Villeneuve-Saint-Georges;87681825
Villeneuve-sur-Allier;87696310
Villeneuve-sur-Yonne;87683219
Villennes-sur-Seine;87386649
Villenouvelle;87618215
Villeparisis - Mitry-le-Neuf;87271510
Villeperdue;87575043
Villepinte;87271452
Villepreux - Les Clayes;87393413
Villereversure;87743328
Villers-Bretonneux;87313437
Villers-Cotterêts;87271734
Villers-Saint-Paul;87276378
Villers-Saint-Sépulcre;87313593
Villers-sur-Mer;87444398
Villetaneuse Université;87697318
Villiers - Neauphle - Pontchartrain;87393884
Villiers Montbarbin;87116749
Villiers-le-Bel - Gonesse - Arnouville;87276220
Villiers-sur-Marne - Le Plessis-Trévise;87113795
Vimy;87342576
Vinay;87761726
Vinça;87784611
Vincelles;87683631
Vincey;87144063
Vions - Chanaz;87741108
Vire;87448159
Vireux-Molhain;87172114
Virieu sur Bourbre;87747204
Virieu-le-Grand - Belley;87741504
Viroflay Rive Droite;87382887
Viroflay Rive Gauche;87393215
Viry-Châtillon;87681312
Viry-Noureuil;87297051
Vis à Marles;87342535
Vitré;87471508
Vitrolles Aéroport Marseille Provence;87439554
Vitry-en-Artois;87342113
Vitry-le-François;87174276
Vitry-sur-Seine;87545293
Vittel;87144279
Viviers-du-Lac;87741140
Viviez - Decazeville;87613661
Vivoin - Beaumont;87396077
Vivonne;87575290
Voiron;87747287
Voivres-lès-le-Mans;87396358
Volvic;87641423
Vonnas;87725820
Voreppe;87747337
Vorey;87734723
Vosves;87682500
Vougeot - Gilly-lès-Cîteaux;87713511
Voujeaucourt;87184531
Voutré;87478560
Voves;87545707
Voyenne;87297150
Vraincourt - Viéville;87143024
Vrigne-Meuse;87172221
Vulaines-sur-Seine - Samoreau;87682443
Wacquemoulin;87316208
Walbach;87182360
Walbourg;87213405
Walheim;87181065
Waligator Parc;87191098
Wallers;87343301
Wambaix;87345595
Wambrechies;87286229
Watten - Éperlecques;87281436
Wattignies - Templemars;87286526
Wavrin;87286419
Wesserling;87182618
Weyersheim;87213678
Wihr-au-Val - Soultzbach;87182378
Willer-sur-Thur;87182584
Wilwisheim;87212175
Wimille - Wimereux;87317123
Wingen-sur-Moder;87213744
Wisches;87214676
Wissembourg;87213470
Wittring;87193656
Woincourt;87317511
Woippy;87192088
Xertigny;87144121
Ychoux;87582536
Yerres;87682112
Yffiniac;87473116
Ygos-Saint-Saturnin;87671487
Ytrac;87645101
Yvetot;87413385
Zetting;87193649
Zillisheim;87182196
